src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,total_fwd_pkts,total_bwd_pkts,total_fwd_bytes,total_bwd_bytes,bytes_per_sec,packets_per_sec,packet_len_mean,packet_len_std,label
147.32.86.58,194.0.251.213,3730,80,6,1313495917.193352,40.0341260433197,8,8,432,432,21.58158764512786,0.3996590304653307,54.0,0.0,0
147.32.84.229,213.226.63.143,13363,17654,17,1313495917.218364,625.2506129741669,2,2,84,84,0.2686922595739081,0.0063974347517597,42.0,0.0,0
147.32.84.94,217.224.48.253,7103,39953,17,1313495917.251598,673.3475542068481,143,28,6006,1176,10.666111364226824,0.253955032481591,42.0,0.0,0
147.32.84.229,62.122.129.62,13363,45119,17,1313495917.337491,833.2805700302124,5,5,210,210,0.5040319132663468,0.0120007598396749,42.0,0.0,0
147.32.80.9,147.32.86.20,53,53891,17,1313495917.342016,0.0005021095275878,1,1,42,42,167294.17663817664,3983.1946818613487,42.0,0.0,0
147.32.86.20,87.98.230.229,2282,80,6,1313495917.342819,0.1688699722290039,21,39,1134,2106,19186.359524038107,355.30295414885387,54.0,0.0,0
147.32.80.9,147.32.84.59,53,55247,17,1313495917.345964,0.0002110004425048,1,1,42,42,398103.4305084746,9478.653107344631,42.0,0.0,0
147.32.80.9,147.32.84.59,53,65122,17,1313495917.346935,0.0176968574523925,1,1,42,42,4746.6054482256895,113.01441543394498,42.0,0.0,0
147.32.84.229,78.141.181.223,13363,34034,17,1313495917.4375,732.6791450977325,4,4,168,168,0.4585909156117453,0.0109188313240891,42.0,0.0,0
147.32.84.229,189.101.99.157,13363,18139,17,1313495917.470633,294.5618259906769,4,4,168,168,1.1406773395363006,0.0271589842746738,42.0,0.0,0
147.32.84.229,173.19.67.126,13363,63612,17,1313495917.471544,0.180682897567749,1,3,42,126,929.8057661323844,22.13823252696153,42.0,0.0,0
147.32.84.229,95.153.118.47,13363,14123,17,1313495917.471798,6.010508060455322,3,0,126,0,20.9632860870758,0.4991258592160904,42.0,0.0,0
147.32.84.229,70.62.132.50,13363,38063,17,1313495917.471805,0.1434218883514404,1,1,42,42,585.6846605879762,13.94487287114229,42.0,0.0,0
147.32.84.229,24.235.38.213,13363,14300,17,1313495917.471974,3.337366104125977,2,2,84,84,50.33909818653161,1.1985499568221811,42.0,0.0,0
147.32.84.229,78.141.181.221,13363,34047,17,1313495917.471982,687.1052420139313,2,2,84,84,0.2445040289717273,0.0058215244993268,42.0,0.0,0
147.32.84.229,71.60.10.76,13363,43190,17,1313495917.472031,0.1670498847961425,1,1,42,42,502.8438068215877,11.972471590990184,42.0,0.0,0
147.32.84.229,62.143.234.51,13363,27483,17,1313495917.481952,0.0008480548858642,1,1,42,42,99050.19285915096,2358.33792521788,42.0,0.0,0
147.32.84.229,213.109.11.185,13363,34727,17,1313495917.524458,93.59162902832033,12,0,504,0,5.385096992461713,0.1282165950586122,42.0,0.0,0
147.32.84.229,92.124.100.101,13363,21291,17,1313495917.524477,0.1390469074249267,1,1,42,42,604.1126807897738,14.383635256899376,42.0,0.0,0
147.32.84.229,78.141.181.222,13363,34019,17,1313495917.524549,606.8186309337616,2,2,84,84,0.2768537276805173,0.0065917554209646,42.0,0.0,0
147.32.84.175,207.46.204.241,80,27505,6,1313495917.558028,9.121202945709229,0,3,0,162,17.760815208722835,0.3289039853467191,54.0,0.0,0
147.32.80.9,147.32.84.19,53,40456,17,1313495917.582322,0.0003681182861328,1,1,42,42,228187.52331606217,5433.036269430052,42.0,0.0,0
147.32.84.94,188.40.100.120,7103,50012,17,1313495917.60451,765.227600812912,112,393,4704,16506,27.717243833688592,0.6599343769925855,42.0,0.0,0
147.32.84.94,78.46.51.214,7103,50012,17,1313495917.606623,818.6206359863281,106,274,4452,11508,19.496210208249074,0.4641954811487875,42.0,0.0,0
147.32.84.229,81.201.62.63,13363,13026,17,1313495917.636777,837.2614641189575,2,2,84,84,0.2006541650364678,0.0047774801199159,42.0,0.0,0
147.32.84.19,41.140.184.102,22,13260,6,1313495917.679039,2.705939054489136,12,13,648,702,498.9025890144712,9.238936833601318,54.0,0.0,0
147.32.84.229,70.40.144.252,13363,60327,17,1313495917.699887,607.5954220294952,2,2,84,84,0.2764997791438998,0.0065833280748547,42.0,0.0,0
147.32.84.229,95.28.90.229,13363,9337,17,1313495917.71754,629.4537200927734,6,0,252,0,0.4003471453991223,0.0095320748904552,42.0,0.0,0
147.32.84.229,90.153.136.91,13363,2572,6,1313495917.740048,111.92560601234436,9,5,486,270,6.7544865463281045,0.1250830841912611,54.0,0.0,0
147.32.84.229,81.143.115.18,13363,23577,17,1313495917.807754,615.7980499267578,2,2,84,84,0.272816713238994,0.0064956360294998,42.0,0.0,0
147.32.84.229,2.93.20.126,13363,63065,17,1313495917.814838,0.000586986541748,1,1,42,42,143103.7920389927,3407.23314378554,42.0,0.0,0
147.32.80.9,147.32.85.25,53,35223,17,1313495917.818434,0.0003049373626708,1,1,42,42,275466.4081313526,6558.724003127443,42.0,0.0,0
147.32.80.9,147.32.85.25,53,48555,17,1313495917.818885,0.0002357959747314,1,1,42,42,356240.17795753287,8481.908998988878,42.0,0.0,0
147.32.80.9,147.32.85.25,53,48630,17,1313495917.858332,0.0002081394195556,1,1,42,42,403575.6426116839,9608.94387170676,42.0,0.0,0
147.32.80.9,147.32.85.25,53,57921,17,1313495917.858741,0.0003089904785156,1,1,42,42,271853.037037037,6472.691358024691,42.0,0.0,0
147.32.80.9,147.32.85.25,53,55659,17,1313495917.863059,0.0002338886260986,1,1,42,42,359145.2966360856,8551.078491335373,42.0,0.0,0
147.32.80.9,147.32.84.138,53,39907,17,1313495917.886208,0.000324010848999,1,1,42,42,259250.57836644596,6172.632818248712,42.0,0.0,0
147.32.80.9,147.32.84.138,53,51687,17,1313495917.886215,0.0003881454467773,1,1,42,42,216413.7199017199,5152.707616707617,42.0,0.0,0
147.32.80.9,147.32.84.138,53,58859,17,1313495917.893933,0.0003390312194824,1,1,42,42,247764.79324894515,5899.161744022504,42.0,0.0,0
147.32.80.9,147.32.84.138,53,52501,17,1313495917.894004,212.5677969455719,3,3,126,126,1.1855041244301212,0.0282262886769076,42.0,0.0,0
140.105.237.5,147.32.84.229,32730,13363,17,1313495917.900829,0.0007579326629638,1,1,42,42,110827.787354514,2638.7568417741427,42.0,0.0,0
147.32.80.9,147.32.84.138,53,59769,17,1313495917.901653,0.000241994857788,1,1,42,42,347114.81379310344,8264.63842364532,42.0,0.0,0
147.32.80.9,147.32.84.138,53,57806,17,1313495917.901712,0.0002391338348388,1,1,42,42,351267.73280159524,8363.517447657028,42.0,0.0,0
147.32.80.9,147.32.84.138,53,43306,17,1313495917.906958,0.000180959701538,1,1,42,42,464191.7470355731,11052.184453227932,42.0,0.0,0
147.32.80.9,147.32.84.138,53,56366,17,1313495917.907036,273.9279408454895,2,2,84,84,0.6132999776563913,0.0146023804203902,42.0,0.0,0
147.32.84.229,218.146.163.143,13363,4237,17,1313495917.907042,50.48373508453369,3,3,126,126,4.991706726493842,0.1188501601546152,42.0,0.0,0
147.32.80.9,147.32.84.138,53,34535,17,1313495917.911781,0.0002338886260986,1,1,42,42,359145.2966360856,8551.078491335373,42.0,0.0,0
147.32.80.9,147.32.84.138,53,45568,17,1313495917.911851,0.0003771781921386,1,1,42,42,222706.407079646,5302.533501896334,42.0,0.0,0
147.32.80.9,147.32.85.25,53,41787,17,1313495917.915958,0.000244140625,1,1,42,42,344064.0,8192.0,42.0,0.0,0
147.32.80.9,147.32.84.138,53,38145,17,1313495917.916701,0.0003168582916259,1,1,42,42,265102.73589164787,6311.969902182092,42.0,0.0,0
147.32.80.9,147.32.84.138,53,44443,17,1313495917.916716,133.9245789051056,2,2,84,84,1.2544373958348534,0.0298675570436869,42.0,0.0,0
147.32.80.9,147.32.84.138,53,57527,17,1313495917.921679,507.1231169700623,3,3,126,126,0.4969207507353223,0.0118314464460791,42.0,0.0,0
147.32.80.9,147.32.85.25,53,43852,17,1313495917.922215,0.0001590251922607,1,1,42,42,528218.1949025487,12576.623688155922,42.0,0.0,0
147.32.80.9,147.32.85.25,53,44692,17,1313495917.930425,0.000230073928833,1,1,42,42,365100.0373056995,8692.858031088082,42.0,0.0,0
147.32.80.9,147.32.85.25,53,43699,17,1313495917.935975,0.0001578330993652,1,1,42,42,532207.7583081571,12671.61329305136,42.0,0.0,0
147.32.84.229,85.87.143.109,13363,18746,17,1313495917.961559,0.0036988258361816,3,1,126,42,45419.81900219157,1081.424261956942,42.0,0.0,0
147.32.80.9,147.32.85.25,53,36433,17,1313495917.969761,0.0003681182861328,1,1,42,42,228187.52331606217,5433.036269430052,42.0,0.0,0
147.32.80.9,147.32.85.25,53,53660,17,1313495917.972634,0.0002939701080322,1,1,42,42,285743.3381995134,6803.412814274128,42.0,0.0,0
147.32.86.44,95.103.183.93,10966,2238,6,1313495917.986543,1.0786371231079102,9,11,486,594,1001.2635175100992,18.541916990927763,54.0,0.0,0
147.32.80.9,147.32.85.25,53,36424,17,1313495917.98961,0.0002951622009277,1,1,42,42,284589.2859450727,6775.9353796445885,42.0,0.0,0
147.32.80.9,147.32.85.25,53,48036,17,1313495917.998235,0.0002341270446777,1,1,42,42,358779.5682281059,8542.370672097759,42.0,0.0,0
147.32.84.229,85.14.9.172,13363,54399,17,1313495918.020328,0.0007178783416748,1,1,42,42,117011.46994354036,2785.987379608104,42.0,0.0,0
147.32.84.59,95.155.199.232,52996,36567,17,1313495918.025874,610.8960421085358,2,2,84,84,0.2750058740275027,0.0065477589054167,42.0,0.0,0
111.242.143.250,147.32.84.59,44383,52996,17,1313495918.026149,0.357537031173706,1,1,42,42,234.94069893753013,5.593826165179289,42.0,0.0,0
125.233.3.134,147.32.84.59,40725,52996,17,1313495918.026161,0.367959976196289,1,1,42,42,228.2856979944743,5.435373761773198,42.0,0.0,0
147.32.80.9,147.32.85.25,53,55588,17,1313495918.038922,0.000309944152832,1,1,42,42,271016.56615384616,6452.775384615385,42.0,0.0,0
147.32.84.229,91.80.170.191,13363,62012,17,1313495918.04449,0.0007069110870361,1,1,42,42,118826.82495784148,2829.210118043845,42.0,0.0,0
147.32.80.9,147.32.85.25,53,53044,17,1313495918.046205,769.8586559295654,2,2,84,84,0.2182218758028361,0.0051957589476865,42.0,0.0,0
147.32.84.59,98.220.23.207,60276,61020,17,1313495918.080029,0.1513230800628662,1,1,42,42,555.10368917354,13.216754504131906,42.0,0.0,0
147.32.84.59,76.105.155.150,60276,55770,17,1313495918.084218,0.2085919380187988,1,1,42,42,402.70012732912863,9.588098269741158,42.0,0.0,0
147.32.84.59,89.162.145.250,60276,47773,17,1313495918.087968,0.0758998394012451,1,1,42,42,1106.7217093297563,26.350516888803728,42.0,0.0,0
147.32.84.59,76.195.72.84,60276,32629,17,1313495918.09234,0.1286261081695556,1,1,42,42,653.0555980848827,15.548942811544828,42.0,0.0,0
147.32.84.59,95.133.108.192,60276,59682,17,1313495918.096459,0.0951840877532959,1,1,42,42,882.5004471095682,21.01191540737067,42.0,0.0,0
147.32.84.229,195.58.176.146,13363,21019,17,1313495918.097454,630.0009348392487,2,2,84,84,0.2666662709681009,0.0063491969278119,42.0,0.0,0
147.32.84.59,201.43.70.189,60276,37112,17,1313495918.106301,0.2695379257202148,1,1,42,42,311.6444551376176,7.420106074705181,42.0,0.0,0
147.32.84.59,190.124.219.23,60276,42531,17,1313495918.118197,0.190619945526123,1,1,42,42,440.6674221218284,10.492081479091151,42.0,0.0,0
147.32.84.59,220.129.161.88,60276,44298,17,1313495918.122086,0.3616299629211426,1,1,42,42,232.2816376206004,5.530515181442866,42.0,0.0,0
147.32.84.59,93.72.23.237,60276,42898,17,1313495918.12661,0.0710940361022949,1,1,42,42,1181.5337066970724,28.131754921358866,42.0,0.0,0
147.32.84.59,173.2.122.255,60276,43192,17,1313495918.13088,0.1182029247283935,1,1,42,42,710.6423144183194,16.92005510519808,42.0,0.0,0
147.32.84.59,24.63.192.110,60276,19212,17,1313495918.142961,0.1181399822235107,1,1,42,42,711.0209297397657,16.929069755708706,42.0,0.0,0
147.32.84.59,79.37.210.91,60276,4623,17,1313495918.147466,0.0831861495971679,1,1,42,42,1009.7834844715512,24.04246391598932,42.0,0.0,0
147.32.84.59,24.83.198.54,60276,34792,17,1313495918.151745,0.1861510276794433,1,2,42,84,676.8697523226951,16.115946483873696,42.0,0.0,0
147.32.80.9,147.32.86.20,53,52616,17,1313495918.158463,0.0003409385681152,1,1,42,42,246378.6965034965,5866.159440559441,42.0,0.0,0
147.32.86.20,188.138.84.239,2283,80,6,1313495918.15906,0.2068510055541992,14,24,756,1296,9920.183827495746,183.70710791658792,54.0,0.0,0
111.253.64.90,147.32.84.59,42982,60276,17,1313495918.172825,0.3315529823303222,1,1,42,42,253.35317272553385,6.032218398226996,42.0,0.0,0
125.230.127.192,147.32.84.59,7897,60276,17,1313495918.17422,0.3919808864593506,1,1,42,42,214.2961631592489,5.102289599029735,42.0,0.0,0
147.32.86.58,194.0.251.213,3732,80,6,1313495918.19165,20.63810896873474,4,4,216,216,20.93215035614208,0.3876324140026311,54.0,0.0,0
147.32.84.229,62.194.6.192,13363,27116,17,1313495918.21523,0.0006380081176757,1,1,42,42,131659.7668161435,3134.756352765321,42.0,0.0,0
147.32.84.59,46.73.47.126,60276,33175,17,1313495918.228667,0.0602660179138183,1,1,42,42,1393.8203137980963,33.186197947573724,42.0,0.0,0
147.32.84.229,24.10.56.121,13363,19399,17,1313495918.2417,0.0006961822509765,1,1,42,42,120658.0602739726,2872.8109589041096,42.0,0.0,0
147.32.87.38,66.249.72.50,443,40110,6,1313495918.247532,6.485777139663696,13,15,702,810,233.1254940527298,4.317138778754256,54.0,0.0,0
147.32.84.59,24.98.151.132,60276,10882,17,1313495918.250029,0.1640357971191406,1,1,42,42,512.0833468989093,12.19246064045022,42.0,0.0,0
147.32.84.229,86.150.147.63,13363,50846,17,1313495918.257162,621.1835958957672,2,2,84,84,0.2704514431964973,0.006439320076107,42.0,0.0,0
147.32.84.59,71.192.220.82,60276,21134,17,1313495918.266413,0.155872106552124,1,1,42,42,538.9033474819319,12.83103208290314,42.0,0.0,0
147.32.84.229,212.10.183.99,13363,35996,17,1313495918.275494,621.4999949932098,2,2,84,84,0.2703137592170623,0.0064360418861205,42.0,0.0,0
147.32.84.229,188.140.116.164,13363,26748,17,1313495918.277923,0.0006999969482421,1,1,42,42,120000.52316076294,2857.1553133514985,42.0,0.0,0
140.123.169.56,147.32.84.59,23329,60276,17,1313495918.280999,0.3279900550842285,1,1,42,42,256.1053260545617,6.097745858441946,42.0,0.0,0
147.32.84.229,62.221.95.238,13363,9137,17,1313495918.283948,0.0006630420684814,1,1,42,42,126688.79395900755,3016.3998561668463,42.0,0.0,0
147.32.84.59,78.141.179.9,60276,34015,17,1313495918.303592,145.0131299495697,2,2,84,84,1.1585157844563752,0.0275837091537232,42.0,0.0,0
147.32.84.59,69.81.29.124,60276,54238,17,1313495918.310215,0.1565620899200439,1,1,42,42,536.5283514221015,12.774484557669084,42.0,0.0,0
147.32.84.59,94.51.226.70,60276,40089,17,1313495918.376034,0.17649507522583,1,1,42,42,475.9339595879364,11.331760942569913,42.0,0.0,0
124.6.181.59,147.32.84.229,30465,13363,17,1313495918.376309,0.0009219646453857,1,1,42,42,91109.78432893717,2169.280579260409,42.0,0.0,0
128.223.174.54,147.32.84.59,22106,60276,17,1313495918.388027,0.2411921024322509,1,1,42,42,348.2701098125506,8.292145471727395,42.0,0.0,0
147.32.84.59,89.102.77.10,22975,6725,17,1313495918.390613,623.524246931076,2,2,84,84,0.2694361940644316,0.0064151474777245,42.0,0.0,0
147.32.84.59,46.137.3.179,52996,34033,17,1313495918.39489,610.4232308864594,2,2,84,84,0.2752188833901843,0.0065528305569091,42.0,0.0,0
147.32.119.248,147.32.84.59,62003,52996,17,1313495918.394968,6.0122599601745605,0,3,0,126,20.957177639461506,0.4989804199871786,42.0,0.0,0
147.32.84.229,61.115.84.175,13363,1577,17,1313495918.417226,0.0006828308105468,1,1,42,42,123017.29608938548,2928.983240223464,42.0,0.0,0
147.32.84.229,194.145.163.187,13363,64297,17,1313495918.421468,0.0008020401000976,1,1,42,42,104732.9179548157,2493.640903686088,42.0,0.0,0
147.32.84.229,155.198.199.96,13363,59988,17,1313495918.436166,616.2640860080719,2,2,84,84,0.2726104016351839,0.0064907238484567,42.0,0.0,0
147.32.84.59,95.79.31.205,60276,51778,17,1313495918.451815,0.0738501548767089,1,1,42,42,1137.438372881356,27.081866020984663,42.0,0.0,0
147.32.80.9,147.32.84.59,53,34203,17,1313495918.484769,0.1168808937072753,1,1,42,42,718.6803363291816,17.11143657926623,42.0,0.0,0
147.32.84.59,88.87.30.109,60276,53352,17,1313495918.534097,144.4201180934906,2,2,84,84,1.163272833576032,0.0276969722280007,42.0,0.0,0
147.32.84.59,208.180.107.213,60276,26780,17,1313495918.5627,0.261340856552124,1,1,42,42,321.4193184648353,7.652840915829413,42.0,0.0,0
147.32.87.220,77.211.156.232,443,54345,6,1313495918.567528,8.959110021591187,4,2,216,108,36.16430641203978,0.6697093780007367,54.0,0.0,0
147.32.84.59,99.250.85.117,60276,52828,17,1313495918.576556,0.1345510482788086,1,1,42,42,624.2983690914117,14.86424688312885,42.0,0.0,0
147.32.84.59,72.240.254.43,60276,13397,17,1313495918.592463,0.1421051025390625,1,1,42,42,591.1117792333298,14.074089981745946,42.0,0.0,0
123.198.108.178,147.32.84.59,23132,60276,17,1313495918.596828,0.2981519699096679,1,1,42,42,281.7355190557679,6.707988548946855,42.0,0.0,0
147.32.80.9,147.32.84.59,53,16983,17,1313495918.603442,132.0198380947113,4,4,168,168,2.545072050148652,0.0605969535749679,42.0,0.0,0
147.32.84.59,184.73.252.84,33509,80,6,1313495918.604509,0.449380874633789,6,6,324,324,1441.983930731521,26.7034061246578,54.0,0.0,0
147.32.84.59,91.207.147.214,60276,8484,17,1313495918.608292,0.0718388557434082,1,1,42,42,1169.2836575798003,27.840087085233343,42.0,0.0,0
147.32.80.9,147.32.86.168,53,50912,17,1313495918.635863,0.0003819465637207,1,1,42,42,219926.0524344569,5236.334581772784,42.0,0.0,0
147.32.80.9,147.32.86.168,53,45895,17,1313495918.636394,0.0001959800720214,1,1,42,42,428615.0072992701,10205.119221411192,42.0,0.0,0
147.32.80.9,147.32.86.168,53,60696,17,1313495918.636769,0.0002028942108154,1,1,42,42,414008.8554641598,9857.353701527614,42.0,0.0,0
147.32.86.168,193.23.48.134,36975,80,6,1313495918.63719,2.290266990661621,7,6,378,324,306.51448187584606,5.6761941088119645,54.0,0.0,0
147.32.84.59,76.13.114.90,54247,80,6,1313495918.637342,0.328916072845459,5,4,270,216,1477.580574873113,27.36260323839098,54.0,0.0,0
122.117.211.211,147.32.84.59,31251,60276,17,1313495918.674703,0.3624181747436523,1,1,42,42,231.77645563558,5.51848703894238,42.0,0.0,0
147.32.87.33,85.71.184.105,443,18140,6,1313495918.688188,26.09418201446533,56,46,3024,2484,211.08153522293344,3.908917318943212,54.0,0.0,0
147.32.192.34,147.32.84.59,993,50696,6,1313495918.690176,462.3557360172272,13,16,702,864,3.3870024269400467,0.0627222671655564,54.0,0.0,0
109.106.156.133,147.32.84.59,38265,60276,17,1313495918.692467,0.0422570705413818,1,1,42,42,1987.8330164354347,47.32935753417701,42.0,0.0,0
129.49.117.156,147.32.84.229,53903,13363,17,1313495918.74168,0.0042891502380371,1,3,42,126,39168.59766536965,932.5856586992774,42.0,0.0,0
147.32.84.229,41.174.59.213,13363,13519,17,1313495918.742448,619.345978975296,2,3,84,126,0.3390673502836713,0.0080730321496112,42.0,0.0,0
147.32.84.59,69.167.127.68,53258,80,6,1313495918.745351,29.997504949569706,6,0,324,0,10.80089829286444,0.2000166350530452,54.0,0.0,0
147.32.84.59,78.141.181.225,60276,34029,17,1313495918.755922,144.59163880348206,2,2,84,84,1.161892910200242,0.0276641169095295,42.0,0.0,0
147.32.84.59,213.231.155.52,60276,8627,17,1313495918.760234,0.058154821395874,1,1,42,42,1444.4202214669624,34.39095765397529,42.0,0.0,0
147.32.80.9,147.32.84.13,53,37656,17,1313495918.765542,0.0293030738830566,1,1,42,42,2866.593461669894,68.25222527785462,42.0,0.0,0
147.32.84.59,24.226.140.232,60276,13209,17,1313495918.770115,0.1326210498809814,1,1,42,42,633.3836150097168,15.080562262136114,42.0,0.0,0
111.254.217.90,147.32.84.59,34333,60276,17,1313495918.774038,0.3403348922729492,1,1,42,42,246.81571565877485,5.876564658542258,42.0,0.0,0
109.77.40.97,147.32.85.2,65391,31604,17,1313495918.787942,0.0005741119384765,1,1,42,42,146312.93023255814,3483.641196013289,42.0,0.0,0
147.32.84.229,58.8.138.164,443,19129,17,1313495918.792371,0.000694990158081,1,1,42,42,120865.02092624355,2877.738593481989,42.0,0.0,0
147.32.80.9,147.32.84.13,53,52640,17,1313495918.795004,0.0004830360412597,1,1,42,42,173900.06712734452,4140.477788746298,42.0,0.0,0
147.32.84.13,74.125.39.16,46734,995,6,1313495918.795638,1.5182130336761477,15,18,810,972,1173.7483215284535,21.7360800283047,54.0,0.0,0
147.32.84.229,186.207.7.193,13363,17594,17,1313495918.79907,0.0005960464477539,1,1,42,42,140928.6144,3355.4432,42.0,0.0,0
147.32.84.59,212.204.149.112,60276,61496,17,1313495918.823596,0.0294809341430664,1,1,42,42,2849.299129815935,67.84045547180797,42.0,0.0,0
109.174.50.217,147.32.84.229,63782,13363,17,1313495918.834732,143.6671679019928,2,2,84,84,1.1693694700977653,0.0278421302404229,42.0,0.0,0
114.47.217.219,147.32.84.59,31518,60276,17,1313495918.854097,0.3408060073852539,1,1,42,42,246.4745285579568,5.868441156141828,42.0,0.0,0
147.32.84.59,178.140.150.117,60276,51283,17,1313495918.869208,0.0530219078063964,1,1,42,42,1584.2508026440037,37.72025720580962,42.0,0.0,0
147.32.84.59,149.5.45.254,60276,43033,17,1313495918.887608,0.0455968379974365,1,1,42,42,1842.2330075765892,43.86269065658546,42.0,0.0,0
147.32.84.59,74.125.232.215,52801,443,6,1313495918.919811,162.7804069519043,12,9,648,486,6.966440379615563,0.129008155178066,54.0,0.0,0
147.32.84.229,81.91.219.104,13363,18744,17,1313495918.929996,604.4830210208893,2,2,84,84,0.2779234389681796,0.0066172247373376,42.0,0.0,0
147.32.84.229,68.56.160.134,13363,51978,17,1313495918.937483,0.0007269382476806,1,1,42,42,115553.14398163331,2751.2653328960314,42.0,0.0,0
147.32.84.59,173.34.140.213,60276,14352,17,1313495918.970672,0.1385440826416015,1,1,42,42,606.3052163497941,14.435838484518907,42.0,0.0,0
147.32.84.229,87.226.51.20,13363,34984,17,1313495919.022265,0.0008599758148193,1,1,42,42,97677.1655115054,2325.646797892986,42.0,0.0,0
147.32.84.229,219.76.204.6,13363,13859,17,1313495919.034781,0.0005159378051757,1,1,42,42,162810.32162661737,3876.436229205176,42.0,0.0,0
147.32.84.94,78.46.97.143,7103,56012,17,1313495919.034883,813.8110890388489,122,350,5124,14700,24.359461633059244,0.5799871817395058,42.0,0.0,0
147.32.84.59,83.252.28.84,60276,2147,17,1313495919.049975,0.0501031875610351,1,1,42,42,1676.5400384490931,39.91761996307364,42.0,0.0,0
111.169.80.82,147.32.84.59,33596,60276,17,1313495919.054136,0.3027589321136474,1,1,42,42,277.44846176319805,6.605915756266621,42.0,0.0,0
147.32.80.9,147.32.84.138,53,43709,17,1313495919.069535,0.0003519058227539,1,1,42,42,238700.2276422764,5683.338753387534,42.0,0.0,0
147.32.84.59,41.205.52.189,60276,38832,17,1313495919.077242,0.258228063583374,1,1,42,42,325.29384620072074,7.745091576207636,42.0,0.0,0
147.32.80.9,147.32.84.138,53,55283,17,1313495919.077804,818.3647320270538,2,2,84,84,0.2052874389929674,0.0048877961664992,42.0,0.0,0
147.32.80.9,147.32.84.138,53,57190,17,1313495919.077863,612.1140289306641,4,4,168,168,0.5489173325874871,0.013069460299702,42.0,0.0,0
147.32.80.9,147.32.84.138,53,32841,17,1313495919.084513,666.6997411251068,3,3,126,126,0.377981247712397,0.0089995535169618,42.0,0.0,0
147.32.84.59,72.49.21.21,60276,14424,17,1313495919.087911,0.150292158126831,1,1,42,42,558.9113966219893,13.30741420528546,42.0,0.0,0
147.32.80.9,147.32.84.138,53,58779,17,1313495919.094186,695.6262898445129,3,3,126,126,0.3622634792257884,0.0086253209339473,42.0,0.0,0
147.32.80.9,147.32.84.138,53,46959,17,1313495919.094258,0.0003209114074707,1,1,42,42,261754.4843982169,6232.249628528974,42.0,0.0,0
147.32.80.9,147.32.84.138,53,55193,17,1313495919.099415,0.0003290176391601,1,1,42,42,255305.46086956523,6078.701449275362,42.0,0.0,0
147.32.80.9,147.32.86.151,53,57932,17,1313495919.120168,0.0003650188446044,1,1,42,42,230125.1051600261,5479.169170476813,42.0,0.0,0
147.32.86.151,209.85.149.189,2041,443,6,1313495919.121256,57.83834600448608,11,11,594,594,20.54000645018196,0.3803704898181844,54.0,0.0,0
147.32.84.229,187.78.143.17,13363,63253,17,1313495919.136853,0.0007491111755371,1,1,42,42,112132.88860598343,2669.830681094844,42.0,0.0,0
147.32.84.59,61.217.34.142,60276,46314,17,1313495919.137215,0.3530561923980713,1,1,42,42,237.9224661928317,5.66482062363885,42.0,0.0,0
147.32.84.59,194.186.76.36,60276,60644,17,1313495919.142599,0.140380859375,1,1,42,42,598.3721739130435,14.246956521739133,42.0,0.0,0
147.32.80.9,147.32.84.194,53,51905,17,1313495919.146565,0.0002999305725097,1,1,42,42,280064.81399046106,6668.20985691574,42.0,0.0,0
147.32.84.59,184.88.87.238,60276,10806,17,1313495919.147522,0.1714880466461181,1,1,42,42,489.8300589623133,11.662620451483653,42.0,0.0,0
147.32.84.229,87.243.154.108,13363,39939,17,1313495919.155059,605.3886249065399,2,2,84,84,0.2775076918994569,0.0066073259976061,42.0,0.0,0
147.32.84.229,78.141.181.221,13363,34020,17,1313495919.190568,617.3110039234161,4,4,168,168,0.5442961454833944,0.0129594320353189,42.0,0.0,0
147.32.84.229,173.12.96.241,13363,20838,17,1313495919.201427,0.0021491050720214,1,1,42,42,39086.036831595295,930.6199245617928,42.0,0.0,0
147.32.80.9,147.32.84.59,53,45589,17,1313495919.20244,0.0002200603485107,1,1,42,42,381713.4734561213,9088.416034669555,42.0,0.0,0
147.32.84.59,68.53.7.214,23176,55036,17,1313495919.205085,617.4812569618225,2,2,84,84,0.2720730355875191,0.0064779294187504,42.0,0.0,0
147.32.84.59,68.6.122.173,23176,56137,17,1313495919.205098,622.7444291114807,6,0,252,0,0.4046603842920739,0.0096347710545731,42.0,0.0,0
147.32.84.229,186.213.88.212,13363,44330,17,1313495919.222655,0.0007648468017578,1,1,42,42,109825.91521197007,2614.9027431421446,42.0,0.0,0
147.32.84.229,74.64.97.22,13363,38167,17,1313495919.251852,0.0006880760192871,1,1,42,42,122079.53430353432,2906.6555786555787,42.0,0.0,0
147.32.85.74,86.49.87.107,43300,6889,6,1313495919.279923,9.027034997940063,4,0,216,0,23.92812258391492,0.4431133811836096,54.0,0.0,0
147.32.84.59,78.141.181.221,60276,34027,17,1313495919.2882,0.0257320404052734,1,1,42,42,3264.412719590838,77.72411237121044,42.0,0.0,0
147.32.84.229,190.31.115.127,13363,11626,17,1313495919.297473,0.0005791187286376,1,1,42,42,145047.97694524497,3453.5232606010704,42.0,0.0,0
147.32.80.9,147.32.86.165,53,62901,17,1313495919.317798,8.106231689453125e-06,1,1,42,42,10362398.11764706,246723.76470588235,42.0,0.0,0
147.32.80.9,147.32.86.165,53,60640,17,1313495919.319835,0.0001871585845947,1,1,42,42,448817.2433121019,10686.12484076433,42.0,0.0,0
